Line,Station Name,Address,Latitude,Longitude
6호선,대흥(서강대앞),서울특별시 마포구 대흥동 128-1 대흥역(6호선),37.5497599,126.9431416
3호선,도곡,서울특별시 강남구 도곡동 339-2 도곡역(3호선),37.4885906,127.0452757
2호선,도림천,서울특별시 구로구 신도림동 323-16 도림천역(2호선),37.5142835,126.8829718
7호선,도봉산,서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),37.6890338,127.0466673
3호선,독립문,서울특별시 서대문구 현저동 101 독립문역(3호선),37.5714211,126.9560102
6호선,독바위,서울특별시 은평구 불광동 13-33 독바위역(6호선),37.6217371,126.9272708
1호선,독산,서울특별시 금천구 가산동 717,37.4665133,126.8892552
6호선,돌곶이,서울특별시 성북구 석관동 349-8 돌곶이역(6호선),37.611277,127.0580352
1호선,동대문,서울특별시 종로구 창신동 492-1 동대문역(1호선),37.5728396,127.0144679
2호선,동대문역사문화공원(DDP),서울특별시 중구 을지로 7가 112-3 동대문역사문화공원역(2호선),37.5662916,127.0096225
3호선,동대입구,서울특별시 중구 장충동2가 199-3 동대입구역(3호선),37.5605514,127.0057072
1호선,동묘앞,서울특별시 종로구 숭인동 117 동묘앞역(1호선),37.5775993,127.0223262
4호선,동작(현충원),서울특별시 동작구 동작동 327-1 동작역(4호선),37.5028599,126.9799855
5호선,둔촌동,서울특별시 강동구 둔촌동 416 둔촌동역(5호선),37.527657,127.136231
9호선,둔촌오륜,서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),37.5221461,127.1337753
6호선,디지털미디어시티,서울특별시 은평구 증산동 223-25 디지털미디어시티역(6호선),37.5821436,126.9062444
2호선,뚝섬,서울특별시 성동구 성수동1가 656-745 뚝섬역(2호선),37.5463387,127.0535209
7호선,뚝섬유원지,서울특별시 광진구 자양동 73-2 뚝섬유원지역(7호선),37.540458,127.066694
5호선,마곡,서울특별시 강서구 마곡동 769-3 마곡역(5호선),37.5745847,126.8278331
7호선,마들,서울특별시 노원구 상계동 650 마들역(7호선),37.6543386,127.0626961
5호선,마장,서울특별시 성동구 마장동 804 마장역(5호선),37.567372,127.0349439
5호선,마천,서울특별시 송파구 마천동 307-4 마천역(5호선),37.4952383,127.1532327
5호선,마포,서울특별시 마포구 도화동 160 마포역(5호선),37.5389594,126.9491776
6호선,마포구청,서울특별시 마포구 성산동 592 마포구청역(6호선),37.5656178,126.9046897
경춘,망우,서울특별시 중랑구 상봉동 172,37.599235,127.0912611
6호선,망원,서울특별시 마포구 망원동 378 망원역(6호선),37.5554884,126.8998606
3호선,매봉,서울특별시 강남구 도곡동 179-2 매봉역(3호선),37.4885906,127.0452757
7호선,먹골,서울특별시 중랑구 묵동 189-5 먹골역(7호선),37.5976182,127.0790622
7호선,면목,서울특별시 중랑구 면목동 282-6 면목역(7호선),37.5845464,127.0905862
4호선,명동,서울특별시 중구 충무로2가 109-2 명동역(4호선),37.5617173,126.987815
5호선,명일,서울특별시 강동구 명일동 312 명일역(5호선),37.5490445,127.1508229
8호선,모란,경기도 성남시 수정구 수진동 4518 모란역(8호선),37.4401794,127.1325888
5호선,목동,서울특별시 양천구 목동 926-3 목동역(5호선),37.526072,126.864301
8호선,몽촌토성(평화의문),서울특별시 송파구 신천동 19 몽촌토성역(8호선),37.5209922,127.0991094
3호선,무악재,서울특별시 서대문구 홍제동 26-1 무악재역(3호선),37.5827071,126.9373416
2호선,문래,서울특별시 영등포구 문래동3가 68-1 문래역(2호선),37.518811,126.8996216
8호선,문정,서울특별시 송파구 문정동 119-4 문정역(8호선),37.4855846,127.1225635
5호선,미사,경기도 하남시 망월동 1122 미사역(5호선),37.5637007,127.1929312
4호선,미아(서울사이버대학),서울특별시 강북구 미아동 194-1 미아역(4호선),37.6290856,127.0277879
4호선,미아사거리 ,서울특별시 강북구 미아동 66-1 미아사거리역(4호선),37.6290856,127.0277879
7호선,반포,서울특별시 서초구 잠원동 103 반포역(7호선),37.5151065,127.0137779
5호선,발산,서울특별시 강서구 마곡동 727-1496 발산역(5호선),37.5706297,126.8298909
2호선,방배,서울특별시 서초구 방배동 912-14 방배역(2호선),37.4870964,126.9958157
5호선,방이,서울특별시 송파구 방이동 217-2 방이역(5호선),37.511246,127.1293615
5호선,방화,서울특별시 강서구 방화동 829-15 방화역(5호선),37.5782048,126.8181658
6호선,버티고개,서울특별시 중구 신당동 366-454 버티고개역(6호선),37.5599012,127.0198098
7호선,보라매,서울특별시 동작구 대방동 466-51 보라매역(7호선),37.5062327,126.93435
신림선,보라매공원,서울 동작구 신대방동 722,37.49544297,126.9181366
신림선,보라매병원,서울 동작구 신대방동 395-61,37.49295982,126.9235529
6호선,보문,서울특별시 성북구 보문동1가 127-1 보문역(6호선),37.5866501,127.0196841
8호선,복정,서울특별시 송파구 장지동 596-21 복정역(8호선),37.4768715,127.1320663
수인분당,복정(동서울대학),서울특별시 송파구 장지동 596-21,37.4706579,127.1267053
9호선,봉은사,서울특별시 강남구 삼성동 172 봉은사역(9호선),37.5109479,127.047282
2호선,봉천,서울특별시 관악구 봉천동 979-7 봉천역(2호선),37.487812,126.957234
6호선,봉화산(서울의료원),서울특별시 중랑구 신내동 643-1 봉화산역(6호선),37.6186185,127.1126268
우이신설,북한산보국문,서울특별시 성북구 정릉동 286-19,37.614892,127.0030016
우이신설,북한산우이,서울특별시 강북구 우이동 16-20,37.6429807,127.0153391
3호선,불광,서울특별시 은평구 대조동 13-10 불광역(3호선),37.6120477,126.923359
7호선,사가정,서울특별시 중랑구 면목동 495 사가정역(7호선),37.5719656,127.0845223
2호선,사당,서울특별시 동작구 사당동 1129 사당역(2호선),37.4798074,126.9772568
8호선,산성,경기도 성남시 수정구 신흥동 7 산성역(8호선),37.4494334,127.1515801
4호선,삼각지,서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),37.5325443,126.9747393
2호선,삼성(무역센터),서울특별시 강남구 삼성동 172-66 삼성역(2호선),37.508861,127.063149
9호선,삼성중앙,서울특별시 강남구 삼성동 111-147 삼성중앙역(9호선),37.5109479,127.047282
우이신설,삼양,서울특별시 강북구 미아동 791-4703,37.6429807,127.0153391
우이신설,삼양사거리,서울특별시 강북구 미아동 745-142,37.6213106,127.0202367
9호선,삼전,서울특별시 송파구 잠실동 347 삼전역(9호선),37.5067945,127.0830482
4호선,상계,서울특별시 노원구 상계동 156-203 상계역(4호선),37.6610573,127.0736304
7호선,상도,서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),37.5032626,126.9506566
경춘,상봉,서울특별시 중랑구 상봉동 100-46,37.5967657,127.0860297
6호선,상수,서울특별시 마포구 상수동 309-10 상수역(6호선),37.5496159,126.9224682
2호선,상왕십리,서울특별시 성동구 하왕십리동 946-14 상왕십리역(2호선),37.5639874,127.0280247
6호선,상월곡(한국과학기술연구원),서울특별시 성북구 상월곡동 26-1 상월곡역(6호선),37.6060997,127.0478098
5호선,상일동,서울특별시 강동구 상일동 148 상일동역(5호선),37.5570545,127.169184
6호선,새절(신사),서울특별시 은평구 신사동 337-5 새절역(6호선),37.595613,126.9072033
경의중앙,서강대,서울특별시 마포구 노고산동 112-5,37.5522603,126.9353225
5호선,서대문,서울특별시 종로구 평동 210 서대문역(5호선),37.5680974,126.9687373
경의중앙,서빙고,서울특별시 용산구 서빙고동 241-98,37.5199438,126.9900421
1호선,서울,서울특별시 중구 남대문로5가 73-6 서울역(1호선),37.5587351,126.9738593
신림선,서울대벤처타운,서울 관악구 신림동 110-10,37.47200863,126.9339633
2호선,서울대입구(관악구청),서울특별시 관악구 봉천동 979-2 서울대입구역(2호선),37.4799015,126.9404631
수인분당,서울숲,서울특별시 성동구 성수동1가 656-436,37.5440265,127.0448771
신림선,서울지방병무청,서울 동작구 대방동 466-41,37.50602838,126.9227423
신림선,서원,서울 관악구 신림동 808-407,37.47823864,126.9331128
2호선,서초,서울특별시 서초구 서초동 1748-5 서초역(2호선),37.4910405,127.004581
6호선,석계,서울특별시 노원구 월계동 25-2 석계역(6호선),37.6282394,127.0567599
9호선,석촌,서울특별시 송파구 석촌동 209 석촌역(9호선),37.5024352,127.1026694
9호선,석촌고분,서울특별시 송파구 삼전동 157-1 석촌고분역(9호선),37.5019016,127.0918885
2호선,선릉,서울특별시 강남구 삼성동 172-66 선릉역(2호선),37.508861,127.063149
9호선,선정릉,서울특별시 강남구 삼성동 111-114 선정릉역(9호선),37.513975,127.0561274
2호선,성수,서울특별시 성동구 성수동2가 300-1 성수역(2호선),37.5446813,127.0569827
4호선,성신여대입구(돈암),서울특별시 성북구 동선동4가 1 성신여대입구역(4호선),37.5935975,127.01756
우이신설,솔밭공원,서울특별시 강북구 우이동 57-28,37.6561513,127.0130036
우이신설,솔샘,서울특별시 강북구 미아동 1353-20,37.6190684,127.0186753
5호선,송정,서울특별시 강서구 공항동 29-5 송정역(5호선),37.5610725,126.8117129
8호선,송파,서울특별시 송파구 가락동 459-4 송파역(8호선),37.4956865,127.1184047
9호선,송파나루,서울특별시 송파구 방이동 2 송파나루역(9호선),37.5111692,127.0954263
7호선,수락산,서울특별시 노원구 상계동 1132-9 수락산역(7호선),37.6543386,127.0626961
3호선,수서,서울특별시 강남구 수서동 728 수서역(3호선),37.4874685,127.1013245
4호선,수유(강북구청),서울특별시 강북구 수유동 140 수유역(4호선),37.6428483,127.0173639
8호선,수진,경기도 성남시 수정구 수진동 2205-1 수진역(8호선),37.439935,127.1335333
4호선,숙대입구(갈월),서울특별시 용산구 갈월동 16-7 숙대입구역(4호선),37.5516714,126.972922
7호선,숭실대입구(살피재),서울특별시 동작구 상도동 514 숭실대입구역(7호선),37.4990513,126.9422048
1호선,시청,서울특별시 중구 정동 5-5 시청역(1호선),37.5666082,126.9731481
5호선,신금호,서울특별시 성동구 금호동2가 223-1 신금호역(5호선),37.5530275,127.020416
5호선,신길,서울특별시 영등포구 영등포동1가 35 신길역(5호선),37.517435,126.9152987
6호선,신내,서울특별시 중랑구 신내동 19 신내역(6호선),37.6105833,127.1108579
2호선,신답,서울특별시 성동구 용답동 129-2 신답역(2호선),37.5706952,127.0454382
2호선,신당,서울특별시 중구 신당동 99 신당역(2호선),37.5654292,127.0134917
2호선,신대방,서울특별시 동작구 신대방동 643-1 신대방역(2호선),37.487549,126.9129603
7호선,신대방삼거리,서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),37.5143563,126.932638
2호선,신도림,서울특별시 구로구 신도림동 460-26 신도림역(2호선),37.5088099,126.8912061
2호선,신림,서울특별시 관악구 신림동 1467-10 신림역(2호선),37.4867897,126.9276112
3호선,신사,서울특별시 강남구 신사동 667 신사역(3호선),37.5210682,127.03414
1호선,신설동,서울특별시 동대문구 신설동 76-5 신설동역(1호선),37.578486,127.0270996
4호선,신용산,서울특별시 용산구 한강로2가 181 신용산역(4호선),37.5306984,126.9707163
1호선,신이문,서울특별시 동대문구 이문동 7,37.6051923,127.0691225
5호선,신정(은행정),서울특별시 양천구 신정동 1090 신정역(5호선),37.5238539,126.8584224
2호선,신정네거리,서울특별시 양천구 신정동 1231 신정네거리역(2호선),37.5195255,126.8528661
경의중앙,신촌,서울특별시 신촌동 74-12,37.5597943,126.9419176
7호선,신풍,서울특별시 영등포구 신길동 3599 신풍역(7호선),37.5001413,126.9131951
8호선,신흥,경기도 성남시 수정구 신흥동 2467 신흥역(8호선),37.4500047,127.1508982
4호선,쌍문,서울특별시 도봉구 창동 703-4 쌍문역(4호선),37.6498313,127.0412393
5호선,아차산(어린이대공원후문),서울특별시 광진구 능동 256-16 5호선 아차산역(5호선),37.5505785,127.0817378
2호선,아현,서울특별시 마포구 아현동 354-23 아현역(2호선),37.5543934,126.9568563
3호선,안국,서울특별시 종로구 안국동 73-1 안국역(3호선),37.5772954,126.9840979
6호선,안암(고대병원앞),서울특별시 성북구 안암동5가 146-1 안암역(6호선),37.5860125,127.025563
8호선,암사,서울특별시 강동구 암사동 501 암사역(8호선),37.550148,127.127519
3호선,압구정,서울특별시 강남구 신사동 668 압구정역(3호선),37.5263577,127.0335584
수인분당,압구정로데오,서울특별시 강남구 압구정동 495,37.5263577,127.0335584
5호선,애오개,서울특별시 마포구 아현동 612 애오개역(5호선),37.5544849,126.9562273
3호선,약수,서울특별시 중구 신당동 369-44 약수역(3호선),37.5640139,127.0183877
6호선,약수,서울특별시 중구 신당동 369-2 약수역(6호선),37.5587251,127.0120213
경의중앙,양원(서울시북부병원),서울특별시 중랑구 망우동 269-5,37.6066215,127.1079185
3호선,양재(서초구청),서울특별시 서초구 서초동 1366-9 양재역(3호선),37.4785654,127.0078252
신분당선,양재시민의숲(매헌),서울특별시 서초구 양재동 233-2,37.469903,127.03845
2호선,양천구청,서울특별시 양천구 신정동 276-7 양천구청역(2호선),37.5113363,126.8630691
5호선,양평,서울특별시 영등포구 양평동2가 33-79 양평역(5호선),37.5229518,126.8835309
7호선,어린이대공원(세종대),서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),37.5471794,127.0729432
9호선,언주,서울특별시 강남구 논현동 279-165 언주역(9호선),37.5109479,127.047282
5호선,여의나루,서울특별시 영등포구 여의도동 84-4 여의나루역(5호선),37.5234916,126.930651
5호선,여의도,서울특별시 영등포구 여의도동 3 여의도역(5호선),37.5213559,126.9249795
2호선,역삼,서울특별시 강남구 역삼동 804 역삼역(2호선),37.5003324,127.0362649
6호선,역촌,서울특별시 은평구 녹번동 153-31 역촌역(6호선),37.6005677,126.938577
3호선,연신내,서울특별시 은평구 갈현동 397 연신내역(3호선),37.621541,126.913578
1호선,영등포,서울특별시 영등포구 영등포동 618-496,37.5159228,126.9073727
2호선,영등포구청,서울특별시 영등포구 당산동3가 270-1 영등포구청역(2호선),37.5265942,126.8984636
5호선,영등포시장,서울특별시 영등포구 영등포동5가 62-1 영등포시장역(5호선),37.5210747,126.9066805
3호선,오금,서울특별시 송파구 오금동 44-2 오금역(3호선),37.5041934,127.1344585
5호선,오목교(목동운동장앞),서울특별시 양천구 목동 406-30 오목교역(5호선),37.526072,126.864301
3호선,옥수,서울특별시 성동구 옥수동 168-1 옥수역(3호선),37.5400509,127.0177866
7호선,온수(성공회대입구),서울특별시 구로구 온수동 119 온수역(7호선),37.4915106,126.8240678
5호선,올림픽공원(한국체대),서울특별시 송파구 방이동 89-28 올림픽공원역(5호선),37.511246,127.1293615
수인분당,왕십리,서울특별시 성동구 행당동 168-151,37.5613049,127.0369583
1호선,외대앞,서울특별시 동대문구 이문동 360-5,37.5997138,127.0661704
2호선,용답,서울특별시 성동구 용답동 127 용답역(2호선),37.5669045,127.0496653
2호선,용두(동대문구청),서울특별시 동대문구 용두동 47-1 용두역(2호선),37.5723955,127.0340943
7호선,용마산(용마폭포공원),서울특별시 중랑구 면목동 1316-5 용마산역(7호선),37.5712405,127.0861385
경의중앙,용산,서울특별시 용산구 한강로3가 40-999,37.529557,126.9641567
5호선,우장산,서울특별시 강서구 화곡동 1089-3 우장산역(5호선),37.5512896,126.8417531
1호선,월계,서울특별시 노원구 월계동 263-1,37.6350712,127.0589572
6호선,월곡(동덕여대),서울특별시 성북구 하월곡동 35-1 월곡역(6호선),37.5971779,127.0392309
6호선,월드컵경기장(성산),서울특별시 마포구 성산동 420 월드컵경기장역(6호선),37.5592762,126.9138751
2호선,을지로3가,서울특별시 중구 을지로3가 347-3 을지로3가역(2호선),37.5662094,126.9902284
2호선,을지로4가,서울특별시 중구 을지로4가 267-1 을지로4가역(2호선),37.5665287,126.9965431
2호선,을지로입구,서울특별시 중구 을지로1가 100-1 을지로입구역(2호선),37.5666911,126.9802528
경의중앙,응봉,서울특별시 성동구 응봉동 246,37.5571673,127.0357202
6호선,응암,서울특별시 은평구 신사동 22-15 응암역(6호선),37.595613,126.9072033
2호선,이대,서울특별시 마포구 염리동 8-85 이대역(2호선),37.5469511,126.9438905
7호선,이수,서울특별시 동작구 사당동 144-4 이수역(7호선),37.4889312,126.9691198
경의중앙,이촌,서울특별시 용산구 용산동5가 17-98,37.5213688,126.9732278
6호선,이태원,서울특별시 용산구 이태원동 119-23 이태원역(6호선),37.5342345,126.9905368
3호선,일원,서울특별시 강남구 일원동 717 일원역(3호선),37.484233,127.084225
2호선,잠실(송파구청),서울특별시 송파구 신천동 8 잠실역(2호선),37.5209922,127.0991094
2호선,잠실나루,서울특별시 송파구 신천동 15 잠실나루역(2호선),37.5189313,127.104757
2호선,잠실새내,서울특별시 송파구 잠실동 33 잠실새내역(2호선),37.5045774,127.0727245
3호선,잠원,서울특별시 서초구 잠원동 100-1 잠원역(3호선),37.5126755,127.0107095
7호선,장승배기,서울특별시 동작구 상도동 26-20 장승배기역(7호선),37.4990513,126.9422048
7호선,장암,경기도 의정부시 장암동 160-8 장암역(7호선),37.7001506,127.0531007
8호선,장지,서울특별시 송파구 장지동 201-5 장지역(8호선),37.4768715,127.1320663
5호선,장한평,서울특별시 동대문구 장안동 472-3 장한평역(5호선),37.564181,127.0633192
우이신설,정릉,서울특별시 성북구 정릉동 139-80,37.5983547,127.0145981
1호선,제기동,서울특별시 동대문구 제기동 65 제기동역(1호선),37.5837593,127.0372351
1호선,종각,서울특별시 종로구 종로1가 54 종각역(1호선),37.5700105,126.9821081
1호선,종로3가,서울특별시 종로구 종로3가 10-5 종로3가역(1호선),37.5704474,126.990896
1호선,종로5가,서울특별시 종로구 종로5가 82-1 종로5가역(1호선),37.571031,127.0019512
2호선,종합운동장,서울특별시 송파구 잠실동 122 종합운동장역(2호선),37.5166152,127.0877398
7호선,중계,서울특별시 노원구 중계동 503-3 중계역(7호선),37.6510125,127.0799977
7호선,중곡,서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),37.563544,127.0888304
경춘,중랑,서울특별시 중랑구 중화동 73-7,37.5948117,127.0757881
9호선,중앙보훈병원,서울특별시 강동구 둔촌동 8-1 중앙보훈병원역(9호선),37.5348764,127.1452701
7호선,중화,서울특별시 중랑구 중화동 50-3 중화역(7호선),37.6005095,127.0781428
6호선,증산(명지대앞),서울특별시 은평구 증산동 199-8 증산역(6호선),37.5841679,126.9059643
3호선,지축,경기도 고양시 덕양구 지축동 818-64 지축역(3호선),37.6487922,126.911372
4호선,창동,서울특별시 도봉구 창동 135-1 창동역(4호선),37.6533776,127.0476817
6호선,창신,서울특별시 종로구 창신동 20-8 창신역(6호선),37.5753499,127.0137549
7호선,천왕,서울특별시 구로구 천왕동 14-25 천왕역(7호선),37.4808353,126.8398192
5호선,천호(풍납토성),서울특별시 강동구 천호동 455 천호역(5호선),37.5443765,127.1276202
7호선,철산,경기도 광명시 철산동 526 철산역(7호선),37.4759465,126.8682506
신분당선,청계산입구,서울특별시 서초구 신원동 270-25,37.448383,127.054678
5호선,청구,서울특별시 중구 신당동 295-2 청구역(5호선),37.5607672,127.0144712
7호선,청담,서울특별시 강남구 청담동 77-76 청담역(7호선),37.5167317,127.042221
수인분당,청량리,서울특별시 동대문구 전농동 588-1,37.5809769,127.0469926
4호선,총신대입구(이수),서울특별시 동작구 사당동 736-1 총신대입구(이수)역(4호선),37.476559,126.981633
3호선,충무로,서울특별시 중구 필동2가 16-2 충무로역(3호선),37.5587734,126.9947209
2호선,충정로(경기대입구),서울특별시 서대문구 충정로3가 319-1 충정로역(2호선),37.5634497,126.9611328
6호선,태릉입구,서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),37.6304722,127.0909904
7호선,하계,서울특별시 노원구 하계동 273-5 하계역(7호선),37.6376443,127.0725093
5호선,하남검단산,경기도 하남시 창우동 526 하남검단산역(5호선),37.5396625,127.2281275
5호선,하남시청(덕풍?신장),경기도 하남시 덕풍동 405-1 하남시청(덕풍신장)역(5호선),37.5476396,127.2089488
5호선,하남풍산,경기도 하남시 덕풍동 727-3 하남풍산역(5호선),37.5518381,127.2029261
7호선,학동,서울특별시 강남구 논현동 279-67 학동역(7호선),37.5077821,127.0272107
3호선,학여울,서울특별시 강남구 대치동 514-3 학여울역(3호선),37.49387,127.061371
6호선,한강진,서울특별시 용산구 한남동 726-494 한강진역(6호선),37.5339827,127.0110273
4호선,한성대입구(삼선교),서울특별시 성북구 삼선동1가 14 한성대입구역(4호선),37.5885903,127.0103548
9호선,한성백제,서울특별시 송파구 방이동 88-17 한성백제역(9호선),37.510952,127.129178
2호선,한양대,서울특별시 성동구 행당동 산17 한양대역(2호선),37.5608641,127.0367939
수인분당,한티,서울특별시 강남구 대치동 1011-28,37.4992221,127.0515614
2호선,합정,서울특별시 마포구 서교동 393 합정역(2호선),37.554252,126.920258
6호선,합정,서울특별시 마포구 합정동 414 합정역(6호선),37.5534256,126.9186096
5호선,행당,서울특별시 성동구 행당동 317-241 행당역(5호선),37.5567086,127.0272721
4호선,혜화,서울특별시 종로구 명륜4가 96-5 혜화역(4호선),37.5816314,127.0008865
2호선,홍대입구,서울특별시 마포구 동교동 165 홍대입구역(2호선),37.5563194,126.9224078
3호선,홍제,서울특별시 서대문구 홍제동 161-1 홍제역(3호선),37.5928868,126.9489057
우이신설,화계,서울특별시 강북구 수유동 472-677,37.6339832,127.0173239
5호선,화곡,서울특별시 강서구 화곡동 1089-54 화곡역(5호선),37.5487046,126.8450968
6호선,화랑대(서울여대입구),서울특별시 노원구 공릉동 285-2 화랑대역(6호선),37.6280947,127.091262
1호선,회기,서울특별시 동대문구 휘경동 317-101,37.5907958,127.0593134
4호선,회현(남대문시장),서울특별시 중구 남창동 64-1 회현역(4호선),37.5580788,126.9776197
